Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
ERR3141454_1										12.775335479478924	7.468817427625278	31.921031072957412	14.892635028326815	5.135749477886623	0.0	0.0
ERR3141454_2										14.236099091926569	8.07343048680582	25.804516136476398	15.961092457336704	4.197676162783989	0.0	0.0
ERR3141455_1										10.642316900711146	4.6974770927537195	17.544576777675942	8.501006674774228	36.724714436960326	1.6111874192311697	0.0
ERR3141455_2										9.790007388205783	5.04175224883274	20.229212102439632	11.358287358043622	29.3212752398628	4.691383727159399	0.0
ERR3141456_1										10.252492579962485	4.716315630353724	14.834548604902913	10.816187872424116	28.52837818947834	7.243191932720659	3.7043297910036315
ERR3141456_2										9.332180369490237	5.870688169875785	18.383163260330353	10.671200501929372	22.169739250291762	13.580700425534681	3.8613452617412136
ERR3141457_1										9.903374665097168	5.279729622381259	18.54838127288352	14.09624981043236	29.602160710030113	0.0	0.0
ERR3141457_2										9.354170127028373	6.3246986777205665	21.812194435016213	10.036974717092862	32.975020401089026	0.0	0.0
ERR3141458_1										10.010831008089031	5.0209171327221265	16.938649788010196	17.222108140972214	28.067208619710826	0.0	0.0
ERR3141458_2										9.642818316885501	5.89746377249246	22.520846670773594	13.899122648080816	26.94545439904011	2.0925185516244498	0.0
ERR3141459_1										11.221589843955039	5.056276666741652	17.825568578048724	17.953793894675275	23.45548481917231	0.0	0.0
ERR3141459_2										12.026934815048103	6.436760923522222	20.78224941698723	15.8272032633718	23.31601166775396	0.0	0.0
ERR3141460_1										10.193127608405472	5.139368406823955	15.195070712077094	11.70198985080343	36.24141795878367	0.0	0.0
ERR3141460_2										9.880541365579468	5.390000619540301	15.12016265748996	17.84839285613711	32.638509498679255	0.0	0.0
ERR3141461_1										9.644567570295763	2.7781827970255386	7.276326562657724	3.880707500084119	49.93719086127032	11.751477697147793	0.0
ERR3141461_2										7.998631658049103	2.6435917854619273	7.205105485705313	9.237429760315841	45.96563442838076	12.234322951132247	0.0
ERR3141462_1										10.85758449081598	6.8762775646998495	21.397357833683646	16.811487428402206	20.93147558271396	0.0	0.0
ERR3141462_2										11.089442169205546	8.221196558972025	19.582945098124192	16.218480718253193	25.519512882185964	0.0	0.0
ERR3141463_1										10.327444438367154	4.857426753450382	13.044905103101243	8.61091359915404	31.020164451494104	10.08723951211508	5.069828073437984
ERR3141463_2										9.608652846906962	4.494612481540228	14.521686812886289	7.406698390125617	30.82371602034677	15.925996827654105	0.0
ERR3141464_1										8.945537987164318	3.1927862034347996	4.815770917739295	0.6686744828080743	26.407562774132636	22.264649289496013	23.14127615837845
ERR3141464_2										7.865141682502122	1.8536445448352514	3.4849951597289452	1.8847178898808457	32.07605798764237	26.960907341675334	15.966918838813
ERR3141465_1										9.347179161530512	3.296477531657391	4.036083822046244	0.6474667861989964	25.57867344016535	22.40048310983278	23.744599255413195
ERR3141465_2										7.981895832555128	1.8975757349370588	4.0603638265287065	1.1156350777582706	31.242762690971578	20.880803854917634	22.738535479934754
ERR3141466_1										8.851415347660941	2.3805571558298264	4.259224903088475	0.4931014617284915	48.179430345756884	22.93556482087235	0.0
ERR3141466_2										7.727534590335211	0.7049886244910314	5.4827023912979795	3.2007655278138514	48.37764736898636	21.5167996250476	0.0
ERR3141467_1										9.28955964918189	3.682820400563849	5.15739186075042	0.5547082850228763	16.013413067637845	35.530677340671716	20.24853625328952
ERR3141467_2										8.641517966679015	2.060070144378106	2.8875621220358227	2.2515479392082054	26.76214897742198	27.97981304454505	19.244480580399024
ERR3141468_1										9.506289278810687	2.3663002978886327	3.4205832640750042	0.0	50.87639022477052	21.93917095445759	0.0
ERR3141468_2										6.744983051164007	1.3194878930215619	3.3813628171486734	2.7024755572571832	53.18479367243456	20.544977448243017	0.0
ERR3141469_1										9.213179925424024	2.684154781422747	3.2703161499064173	0.0	43.51377624305384	21.875136021357168	9.034719904821323
ERR3141469_2										6.874338029395122	1.2709835613655818	3.7563657995154016	0.45630631284186696	39.830680614598904	28.59713013072559	8.0089375099749
ERR3141470_1										7.618014252799657	4.089642608369501	8.129721909660827	6.3648663130257725	14.159701012698921	21.281412420296846	26.162058618657234
ERR3141470_2										8.443846112629267	3.2356802229009265	5.198789047848685	6.349461501366339	20.598242511921985	25.179499544553398	16.91381342763757
ERR3141471_1										7.5671075273493065	4.528088561435769	7.125418548452226	3.795667596429215	8.057873059457176	19.512589067731856	39.3593956750511
ERR3141471_2										7.456529977076901	2.817242643176185	4.450435787368068	5.932050716579798	8.130556055984545	18.70313655085014	42.46177930460387
ERR3141472_1										7.634003009475782	4.000264345845704	6.803855382488104	5.412481190776363	12.216336573264467	19.79797877099516	33.93590629956484
ERR3141472_2										7.1271706860791415	3.124872910651104	4.712473057058034	5.107466753426329	13.875615112448655	13.771401846354062	42.33092033022896
ERR3141473_1										8.408719346049047	1.6716621253405994	5.123978201634878	2.3916893732970026	40.08038147138965	24.315395095367847	7.423705722070845
ERR3141473_2										6.432561307901907	0.992506811989101	3.11716621253406	3.923705722070845	37.735694822888284	30.50408719346049	7.189373297002725
ERR3141474_1										8.649500112514868	2.5100459703603692	5.640531070177131	1.6922236152634453	33.4400617224419	29.24357861574565	7.167518564953227
ERR3141474_2										7.434982479827691	1.2331629536760214	3.4905326775323884	3.642909955958466	37.461664577104834	29.99324910791783	7.1501591281705075
ERR3141475_1										9.803968457992813	2.3734224512611424	4.890924199941412	1.2201902324997458	25.781824486306487	30.326599668796966	14.94478953063628
ERR3141475_2										7.254183381260127	1.3965528579712918	3.7167676018867812	2.538426127973504	32.3969175400104	28.451775284123176	14.548422002881587
ERR3141476_1										9.361166648568197	2.5697695958505533	6.837388454880518	0.0	35.52771940134525	26.58175291119188	7.272390467004362
ERR3141476_2										8.981737580724493	1.5592362872163064	4.266341320080996	1.751505899036097	34.110289937464465	30.114148105090354	6.912124483395187
ERR3141477_1										9.958321552365094	2.119527085754977	4.93753468840648	2.397034337595426	22.13146513357	34.33916622160786	13.47899846062015
ERR3141477_2										7.607363890546952	1.4922559768778865	2.5137968228037657	2.647314462840208	30.63418261024368	32.79088519577351	12.9564470694187
ERR3141478_1										8.803077586287685	2.440327251258118	6.561425211092057	1.5959590279925402	18.030682148312668	34.95928102186361	17.948681904654805
ERR3141478_2										7.706617185376779	1.5594103479621768	3.1230378513124726	3.1436550554321645	27.283589642666367	30.05379215983956	18.010064944192976
ERR3141479_1										8.420986151620237	3.5246767563098547	8.52777713983878	6.231196748042165	14.230760397767725	23.009438945410285	23.891325815860185
ERR3141479_2										7.400156167466642	2.76106377603748	5.000803803137129	6.664102151895827	25.675194635188202	18.80095537744299	23.760420733527777
ERR3141480_1										8.854035993807253	3.096985013799054	7.807021301333399	9.528384439807363	25.81188003696066	15.814144183285705	14.745099959000592
ERR3141480_2										7.775812797934119	2.631305188566673	4.216819547537893	6.712887888041023	31.87000128505602	20.783027469602306	13.8804408354088
ERR3141481_1										8.461215429839822	3.56050152978583	8.175055492231087	5.319455276261324	14.94510768492411	22.079908812766213	26.18813366128742
ERR3141481_2										7.522946787449756	2.4698542204091427	4.513768072469855	6.555282260483532	17.07300977863099	26.35611014457976	25.45443637890695
ERR3141482_1										9.074611387531304	4.081947861390289	19.091380470637556	21.58081705150977	23.578765045287557	0.0	0.0
ERR3141482_2										9.414957580839117	6.705426784197345	20.8433083635802	16.448043423099413	26.818397449334203	0.0	0.0
ERR3141483_1										10.431089056341767	4.879617717331373	31.485225346647876	18.5484694398497	9.331413751557108	0.0	0.0
ERR3141483_2										12.681492372725604	7.70487451244665	26.840450080663274	13.684167534562683	16.724866752435215	0.0	0.0
ERR3141484_1										9.482145807636591	4.05806791240629	5.085553339711889	0.6966458787229055	17.105288437522816	22.9505047128305	29.86201570046917
ERR3141484_2										7.335723370490342	2.01961982270689	5.344922323792397	4.3201266489143	19.84345640871941	30.18478599176936	20.52626927495802
ERR3141485_1										9.605354883684903	1.5485012005886758	4.373111977485735	2.479925640959438	36.49983217577651	27.8368748547675	6.932431385711705
ERR3141485_2										6.46704190441765	0.7623092613152255	6.893057240969766	5.802199788283287	29.668740801941595	33.1143012057525	6.7026412950866225
ERR3141486_1										12.335249174803224	7.629896359901207	23.314405742907923	15.163423585624264	19.65295570482192	0.0	0.0
ERR3141486_2										11.628349837268887	8.72515753756665	28.356184936407914	11.994206310735638	20.42737114234933	0.0	0.0
ERR3141487_1										11.393467703339898	5.608470174722853	18.306671164845163	14.60234271412768	28.982260962348676	0.0	0.0
ERR3141487_2										9.808252065370041	7.9413772271867815	24.95351446347453	10.891737735271736	25.460344110655193	1.9931899669697706	0.0
ERR3141488_1										14.711402643137712	9.808246744451539	26.34623943035158	16.30289661577756	9.376753545790523	0.0	0.0
ERR3141488_2										15.39250401501519	10.168146901182253	29.547609372883656	15.755306592364699	7.6662603277800345	0.0	0.0
ERR3141489_1										13.203536551554173	8.354640953759898	33.7358676565725	11.062505776162164	8.507131634884939	0.0	0.0
ERR3141489_2										15.47241304950556	7.994208434737068	33.745109516034624	14.825482887156896	1.8221866239487385	0.0	0.0
ERR3141490_1										12.451460814702305	7.635686352671116	27.727644483543067	15.838379117669293	11.51950845698655	0.0	0.0
ERR3141490_2										11.830159242891801	8.353894474952062	30.810784805602708	14.808145648483514	11.44596944350898	0.0	0.0
ERR3141491_1										11.128536099885396	7.438928765305507	25.835092587007658	17.635563061704566	12.840340189396224	0.0	0.0
ERR3141491_2										11.957898546353821	8.309306954581096	26.304964111225043	19.519874540080824	11.516376138488448	0.0	0.0
ERR3141492_1										9.471757568156521	4.423707024942387	11.745731888942888	10.305391380688855	37.61816671108533	8.587564864314047	0.0
ERR3141492_2										9.057096273535361	4.9445811842538445	14.772602567921364	7.9843855331023565	41.60526439556649	4.973192029723925	0.0
ERR3141493_1										13.829506789688256	5.5807252551880575	20.703797933972965	14.749716457713882	22.238298133218894	3.6814517365049197	0.0
ERR3141493_2										13.447567666983417	5.626705085369218	21.101676731140607	9.235202157986697	32.91236244367471	0.0	0.0
ERR3141494_1										13.05663280023076	7.509374699528862	21.932630364411395	14.504663312073331	18.903881285856222	0.0	0.0
ERR3141494_2										12.239351302842858	8.286272875869363	26.328643312714334	17.153937373802123	13.267523476811641	0.0	0.0
ERR3141495_1										12.940440831639833	6.783909124068574	21.470480954614143	14.948152779948934	19.191287582721067	0.0	0.0
ERR3141495_2										11.63618362774217	8.71919128758272	26.212808087124174	12.387577510291283	17.876087749465896	0.0	0.0
ERR3141496_1										14.303219768238437	9.923678852963596	28.013045030441617	17.476674289132678	6.491639409114154	0.0	0.0
ERR3141496_2										14.960295635896992	11.625707972713501	25.22360841751816	14.537682963306029	7.986221669030597	0.0	0.0
ERR3141497_1										13.743182313048004	7.27627099741366	26.32171516274821	15.32791281857916	17.447436762136412	0.0	0.0
ERR3141497_2										15.35871522116656	9.126539456284487	22.364668582080437	15.628501781759665	19.821877140899748	0.0	0.0
ERR3141498_1										11.04321185389613	6.337629056501491	21.578411321653565	13.688408118341835	22.906964328249103	2.1051507609918767	0.0
ERR3141498_2										9.51260379962053	6.178284831908271	28.261423091770776	8.76927120551298	26.631430237620023	0.0	0.0
