Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,miscellaneous_environmental_package,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR3141447,AMPLICON,502,92479946,PRJEB31110,SAMEA5320107,55471039,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170413,SAMEA5320107,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:42:00Z,1,SAMEA5320107,T1F65,food metagenome,Illumina MiSeq,ERP113625,T1F65
ERR3141448,AMPLICON,502,135877846,PRJEB31110,SAMEA5320108,85315820,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170414,SAMEA5320108,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:42:00Z,1,SAMEA5320108,T1F66,food metagenome,Illumina MiSeq,ERP113625,T1F66
ERR3141451,AMPLICON,502,144947982,PRJEB31110,SAMEA5320111,88917985,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170417,SAMEA5320111,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:42:00Z,1,SAMEA5320111,T1F8,food metagenome,Illumina MiSeq,ERP113625,T1F8
ERR3141453,AMPLICON,502,119922780,PRJEB31110,SAMEA5320113,72635048,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170419,SAMEA5320113,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:42:00Z,1,SAMEA5320113,T1L1,food metagenome,Illumina MiSeq,ERP113625,T1L1
ERR3141454,AMPLICON,502,43506834,PRJEB31110,SAMEA5320114,29383272,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170420,SAMEA5320114,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:42:00Z,1,SAMEA5320114,T1L10,food metagenome,Illumina MiSeq,ERP113625,T1L10
ERR3141455,AMPLICON,502,197723242,PRJEB31110,SAMEA5320115,125324055,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170421,SAMEA5320115,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320115,T1L11,food metagenome,Illumina MiSeq,ERP113625,T1L11
ERR3141456,AMPLICON,502,154421726,PRJEB31110,SAMEA5320116,92387943,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170422,SAMEA5320116,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320116,T1L2,food metagenome,Illumina MiSeq,ERP113625,T1L2
ERR3141457,AMPLICON,502,139026892,PRJEB31110,SAMEA5320117,86241353,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"run.zq,sra,fastq","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170423,SAMEA5320117,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320117,T1L3,food metagenome,Illumina MiSeq,ERP113625,T1L3
ERR3141458,AMPLICON,502,124677222,PRJEB31110,SAMEA5320118,74679420,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170424,SAMEA5320118,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320118,T1L4,food metagenome,Illumina MiSeq,ERP113625,T1L4
ERR3141459,AMPLICON,502,66946218,PRJEB31110,SAMEA5320119,40794336,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170425,SAMEA5320119,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320119,T1L5,food metagenome,Illumina MiSeq,ERP113625,T1L5
ERR3141463,AMPLICON,502,110136792,PRJEB31110,SAMEA5320123,67536373,TEAGASC FOOD RESEARCH CENTRE,5/18/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Collection Tanker Milk,ERX3170429,SAMEA5320123,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320123,T1L9,food metagenome,Illumina MiSeq,ERP113625,T1L9
ERR3141464,AMPLICON,502,84007692,PRJEB31110,SAMEA5320124,50284760,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170430,SAMEA5320124,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320124,T1MeP1A,food metagenome,Illumina MiSeq,ERP113625,T1MeP1A
ERR3141466,AMPLICON,502,51411326,PRJEB31110,SAMEA5320126,31559616,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170432,SAMEA5320126,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:43:00Z,1,SAMEA5320126,T1MeP1C,food metagenome,Illumina MiSeq,ERP113625,T1MeP1C
ERR3141467,AMPLICON,502,104344214,PRJEB31110,SAMEA5320127,63898260,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170433,SAMEA5320127,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320127,T1MeP2A,food metagenome,Illumina MiSeq,ERP113625,T1MeP2A
ERR3141468,AMPLICON,502,53757674,PRJEB31110,SAMEA5320128,32473157,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170434,SAMEA5320128,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320128,T1MeP2B,food metagenome,Illumina MiSeq,ERP113625,T1MeP2B
ERR3141469,AMPLICON,502,69198692,PRJEB31110,SAMEA5320129,42061215,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170435,SAMEA5320129,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320129,T1MeP2C,food metagenome,Illumina MiSeq,ERP113625,T1MeP2C
ERR3141471,AMPLICON,502,80808446,PRJEB31110,SAMEA5320131,48211117,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170437,SAMEA5320131,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320131,T1MeP3B,food metagenome,Illumina MiSeq,ERP113625,T1MeP3B
ERR3141476,AMPLICON,502,78588602,PRJEB31110,SAMEA5320136,49879889,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:38Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170442,SAMEA5320136,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:38Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320136,T1P2A,food metagenome,Illumina MiSeq,ERP113625,T1P2A
ERR3141477,AMPLICON,502,95874972,PRJEB31110,SAMEA5320137,58474172,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170443,SAMEA5320137,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320137,T1P2B,food metagenome,Illumina MiSeq,ERP113625,T1P2B
ERR3141478,AMPLICON,502,107133828,PRJEB31110,SAMEA5320138,66296213,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170444,SAMEA5320138,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320138,T1P2C,food metagenome,Illumina MiSeq,ERP113625,T1P2C
ERR3141480,AMPLICON,502,82035334,PRJEB31110,SAMEA5320140,51014746,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170446,SAMEA5320140,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320140,T1P3B,food metagenome,Illumina MiSeq,ERP113625,T1P3B
ERR3141481,AMPLICON,502,83678380,PRJEB31110,SAMEA5320141,50807026,TEAGASC FOOD RESEARCH CENTRE,5/30/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Skimmed Milk Powder,ERX3170447,SAMEA5320141,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:44:00Z,1,SAMEA5320141,T1P3C,food metagenome,Illumina MiSeq,ERP113625,T1P3C
ERR3141482,AMPLICON,502,91005572,PRJEB31110,SAMEA5320142,53439193,TEAGASC FOOD RESEARCH CENTRE,5/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Skimmed Milk Silo,ERX3170448,SAMEA5320142,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320142,T1SMS1A,food metagenome,Illumina MiSeq,ERP113625,T1SMS1A
ERR3141484,AMPLICON,502,130643994,PRJEB31110,SAMEA5320144,74884990,TEAGASC FOOD RESEARCH CENTRE,5/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Whole Milk Silo,ERX3170450,SAMEA5320144,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320144,T1WMS1A,food metagenome,Illumina MiSeq,ERP113625,T1WMS1A
ERR3141485,AMPLICON,502,77771848,PRJEB31110,SAMEA5320145,46826684,TEAGASC FOOD RESEARCH CENTRE,5/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Whole Milk Silo,ERX3170451,SAMEA5320145,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320145,T1WMS1B,food metagenome,Illumina MiSeq,ERP113625,T1WMS1B
ERR3141487,AMPLICON,502,127968836,PRJEB31110,SAMEA5320147,76771560,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170453,SAMEA5320147,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320147,T2F10,food metagenome,Illumina MiSeq,ERP113625,T2F10
ERR3141490,AMPLICON,502,73041502,PRJEB31110,SAMEA5320150,43312974,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170456,SAMEA5320150,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320150,T2F13,food metagenome,Illumina MiSeq,ERP113625,T2F13
ERR3141491,AMPLICON,502,83226580,PRJEB31110,SAMEA5320151,49485947,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170457,SAMEA5320151,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320151,T2F14,food metagenome,Illumina MiSeq,ERP113625,T2F14
ERR3141492,AMPLICON,502,128084296,PRJEB31110,SAMEA5320152,76840360,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170458,SAMEA5320152,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320152,T2F15,food metagenome,Illumina MiSeq,ERP113625,T2F15
