Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,miscellaneous_environmental_package,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR3141493,AMPLICON,502,81883730,PRJEB31110,SAMEA5320153,48465410,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170459,SAMEA5320153,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:45:00Z,1,SAMEA5320153,T2F16,food metagenome,Illumina MiSeq,ERP113625,T2F16
ERR3141497,AMPLICON,502,94525094,PRJEB31110,SAMEA5320157,56706229,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170463,SAMEA5320157,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320157,T2F2,food metagenome,Illumina MiSeq,ERP113625,T2F2
ERR3141500,AMPLICON,502,75899388,PRJEB31110,SAMEA5320160,45098296,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170466,SAMEA5320160,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320160,T2F22,food metagenome,Illumina MiSeq,ERP113625,T2F22
ERR3141501,AMPLICON,502,44682016,PRJEB31110,SAMEA5320161,30465196,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170467,SAMEA5320161,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320161,T2F23,food metagenome,Illumina MiSeq,ERP113625,T2F23
ERR3141502,AMPLICON,502,68422600,PRJEB31110,SAMEA5320162,40407004,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170468,SAMEA5320162,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320162,T2F24,food metagenome,Illumina MiSeq,ERP113625,T2F24
ERR3141504,AMPLICON,502,49743180,PRJEB31110,SAMEA5320164,29624957,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170470,SAMEA5320164,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320164,T2F26,food metagenome,Illumina MiSeq,ERP113625,T2F26
ERR3141505,AMPLICON,502,85664794,PRJEB31110,SAMEA5320165,50975924,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170471,SAMEA5320165,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320165,T2F27,food metagenome,Illumina MiSeq,ERP113625,T2F27
ERR3141506,AMPLICON,502,71209202,PRJEB31110,SAMEA5320166,41019059,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170472,SAMEA5320166,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320166,T2F28,food metagenome,Illumina MiSeq,ERP113625,T2F28
ERR3141507,AMPLICON,502,99183152,PRJEB31110,SAMEA5320167,57265876,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170473,SAMEA5320167,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320167,T2F29,food metagenome,Illumina MiSeq,ERP113625,T2F29
ERR3141509,AMPLICON,502,116853050,PRJEB31110,SAMEA5320170,70372330,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170475,SAMEA5320170,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320170,T2F30,food metagenome,Illumina MiSeq,ERP113625,T2F30
ERR3141510,AMPLICON,502,151693858,PRJEB31110,SAMEA5320171,90013552,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170476,SAMEA5320171,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:46:00Z,1,SAMEA5320171,T2F31,food metagenome,Illumina MiSeq,ERP113625,T2F31
ERR3141512,AMPLICON,502,48719602,PRJEB31110,SAMEA5320173,29652025,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170478,SAMEA5320173,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320173,T2F33,food metagenome,Illumina MiSeq,ERP113625,T2F33
ERR3141514,AMPLICON,502,109582584,PRJEB31110,SAMEA5320175,64907710,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170480,SAMEA5320175,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320175,T2F35,food metagenome,Illumina MiSeq,ERP113625,T2F35
ERR3141515,AMPLICON,502,98303648,PRJEB31110,SAMEA5320176,59390128,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170481,SAMEA5320176,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320176,T2F36,food metagenome,Illumina MiSeq,ERP113625,T2F36
ERR3141520,AMPLICON,502,50738646,PRJEB31110,SAMEA5320181,31403155,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170486,SAMEA5320181,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320181,T2F40,food metagenome,Illumina MiSeq,ERP113625,T2F40
ERR3141522,AMPLICON,502,78770828,PRJEB31110,SAMEA5320183,47115503,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170488,SAMEA5320183,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320183,T2F42,food metagenome,Illumina MiSeq,ERP113625,T2F42
ERR3141523,AMPLICON,502,96197256,PRJEB31110,SAMEA5320184,57301382,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170489,SAMEA5320184,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320184,T2F43,food metagenome,Illumina MiSeq,ERP113625,T2F43
ERR3141524,AMPLICON,502,118444390,PRJEB31110,SAMEA5320185,72025995,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170490,SAMEA5320185,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:48:00Z,1,SAMEA5320185,T2F44,food metagenome,Illumina MiSeq,ERP113625,T2F44
ERR3141525,AMPLICON,502,143658846,PRJEB31110,SAMEA5320186,85037255,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170491,SAMEA5320186,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:47:00Z,1,SAMEA5320186,T2F45,food metagenome,Illumina MiSeq,ERP113625,T2F45
ERR3141530,AMPLICON,502,98613884,PRJEB31110,SAMEA5320191,61218629,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:39Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170496,SAMEA5320191,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:39Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:48:00Z,1,SAMEA5320191,T2F5,food metagenome,Illumina MiSeq,ERP113625,T2F5
ERR3141533,AMPLICON,502,129939186,PRJEB31110,SAMEA5320194,77991563,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170499,SAMEA5320194,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320194,T2F52,food metagenome,Illumina MiSeq,ERP113625,T2F52
ERR3141534,AMPLICON,502,105444096,PRJEB31110,SAMEA5320195,63567167,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170500,SAMEA5320195,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320195,T2F53,food metagenome,Illumina MiSeq,ERP113625,T2F53
ERR3141536,AMPLICON,502,80887762,PRJEB31110,SAMEA5320197,48966840,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170502,SAMEA5320197,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320197,T2F55,food metagenome,Illumina MiSeq,ERP113625,T2F55
ERR3141537,AMPLICON,502,64264032,PRJEB31110,SAMEA5320198,40480153,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170503,SAMEA5320198,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320198,T2F56,food metagenome,Illumina MiSeq,ERP113625,T2F56
ERR3141538,AMPLICON,502,50257730,PRJEB31110,SAMEA5320199,29617346,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170504,SAMEA5320199,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320199,T2F57,food metagenome,Illumina MiSeq,ERP113625,T2F57
ERR3141539,AMPLICON,502,35218312,PRJEB31110,SAMEA5320200,20417651,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170505,SAMEA5320200,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320200,T2F58,food metagenome,Illumina MiSeq,ERP113625,T2F58
ERR3141540,AMPLICON,502,39772456,PRJEB31110,SAMEA5320201,22811366,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170506,SAMEA5320201,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320201,T2F59,food metagenome,Illumina MiSeq,ERP113625,T2F59
ERR3141541,AMPLICON,502,92978934,PRJEB31110,SAMEA5320202,55668959,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170507,SAMEA5320202,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320202,T2F6,food metagenome,Illumina MiSeq,ERP113625,T2F6
ERR3141542,AMPLICON,502,76646364,PRJEB31110,SAMEA5320203,48768817,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170508,SAMEA5320203,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:49:00Z,1,SAMEA5320203,T2F60,food metagenome,Illumina MiSeq,ERP113625,T2F60
ERR3141543,AMPLICON,502,49477622,PRJEB31110,SAMEA5320204,30483898,TEAGASC FOOD RESEARCH CENTRE,10/19/2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2/20/2019,2019-02-20T17:03:20Z,2/10/2019,2019-02-06T12:31:40Z,Food Processing,Dairy Processing,Bulk Tank Milk,ERX3170509,SAMEA5320204,Ireland,Europe,Ireland,52.1636? N,8.2629? W,TEAGASC FOOD RESEARCH CENTRE,2019-02-20T17:03:20Z,2019-02-06T12:31:40Z,public,Illumina MiSeq,metagenome,Farm Milk to Milk Powder 16S,PAIRED,PCR,METAGENOMIC,miscellaneous natural or artificial environment,food metagenome,ILLUMINA,farm to powder,2019-02-21T00:00:00Z,2019-02-23T10:50:00Z,1,SAMEA5320204,T2F61,food metagenome,Illumina MiSeq,ERP113625,T2F61
