"","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ENA.FIRST.PUBLIC..run.","ENA.FIRST.PUBLIC","ENA.LAST.UPDATE..run.","ENA.LAST.UPDATE","environment_biome","environment_feature","environment_material","Experiment","external_id","geo_loc_name_country","geo_loc_name_country_continent","geographic_location_.country_and.or_sea.","geographic_location_.latitude.","geographic_location_.longitude.","INSDC_center_name","INSDC_first_public","INSDC_last_update","INSDC_status","Instrument","investigation_type","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","miscellaneous_environmental_package","Organism","Platform","project_name","ReleaseDate","create_date","version","Sample.Name","Sample_name","Scientific_Name","Sequencing_method","SRA.Study","Submitter_Id","names","denoisedF","denoisedR","merged","nochim","num_ASVs"
"ERR3141459","AMPLICON",502,66946218,"PRJEB31110","SAMEA5320119",40794336,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170425","SAMEA5320119","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320119","T1L5","food metagenome","Illumina MiSeq","ERP113625","T1L5","ERR3141459",83923,83971,75377,45004,559
"ERR3141460","AMPLICON",502,89130602,"PRJEB31110","SAMEA5320120",52676138,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170426","SAMEA5320120","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320120","T1L6","food metagenome","Illumina MiSeq","ERP113625","T1L6","ERR3141460",112423,112500,100391,59497,656
"ERR3141461","AMPLICON",502,89515636,"PRJEB31110","SAMEA5320121",54429238,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170427","SAMEA5320121","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320121","T1L7","food metagenome","Illumina MiSeq","ERP113625","T1L7","ERR3141461",117205,117134,108638,88414,395
"ERR3141462","AMPLICON",502,69500394,"PRJEB31110","SAMEA5320122",40957897,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170428","SAMEA5320122","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320122","T1L8","food metagenome","Illumina MiSeq","ERP113625","T1L8","ERR3141462",85760,85660,73702,42216,627
"ERR3141463","AMPLICON",502,110136792,"PRJEB31110","SAMEA5320123",67536373,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170429","SAMEA5320123","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320123","T1L9","food metagenome","Illumina MiSeq","ERP113625","T1L9","ERR3141463",136546,137111,121381,88803,720
"ERR3141464","AMPLICON",502,84007692,"PRJEB31110","SAMEA5320124",50284760,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170430","SAMEA5320124","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320124","T1MeP1A","food metagenome","Illumina MiSeq","ERP113625","T1MeP1A","ERR3141464",104266,104289,101921,85667,150
"ERR3141465","AMPLICON",502,80634252,"PRJEB31110","SAMEA5320125",48566959,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170431","SAMEA5320125","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320125","T1MeP1B","food metagenome","Illumina MiSeq","ERP113625","T1MeP1B","ERR3141465",97521,97601,95309,81077,132
"ERR3141466","AMPLICON",502,51411326,"PRJEB31110","SAMEA5320126",31559616,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170432","SAMEA5320126","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320126","T1MeP1C","food metagenome","Illumina MiSeq","ERP113625","T1MeP1C","ERR3141466",55581,55712,54125,46128,106
"ERR3141467","AMPLICON",502,104344214,"PRJEB31110","SAMEA5320127",63898260,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170433","SAMEA5320127","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320127","T1MeP2A","food metagenome","Illumina MiSeq","ERP113625","T1MeP2A","ERR3141467",113191,113107,110506,93763,157
"ERR3141468","AMPLICON",502,53757674,"PRJEB31110","SAMEA5320128",32473157,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170434","SAMEA5320128","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320128","T1MeP2B","food metagenome","Illumina MiSeq","ERP113625","T1MeP2B","ERR3141468",64199,64243,62513,54188,120
"ERR3141469","AMPLICON",502,69198692,"PRJEB31110","SAMEA5320129",42061215,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170435","SAMEA5320129","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320129","T1MeP2C","food metagenome","Illumina MiSeq","ERP113625","T1MeP2C","ERR3141469",80105,80119,78454,67938,132
"ERR3141470","AMPLICON",502,74950608,"PRJEB31110","SAMEA5320130",46681799,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170436","SAMEA5320130","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320130","T1MeP3A","food metagenome","Illumina MiSeq","ERP113625","T1MeP3A","ERR3141470",72358,72318,69204,59366,148
"ERR3141471","AMPLICON",502,80808446,"PRJEB31110","SAMEA5320131",48211117,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170437","SAMEA5320131","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320131","T1MeP3B","food metagenome","Illumina MiSeq","ERP113625","T1MeP3B","ERR3141471",100715,100750,97906,87995,199
"ERR3141472","AMPLICON",502,98749424,"PRJEB31110","SAMEA5320132",59471781,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170438","SAMEA5320132","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320132","T1MeP3C","food metagenome","Illumina MiSeq","ERP113625","T1MeP3C","ERR3141472",119319,119349,116011,102554,230
"ERR3141473","AMPLICON",502,73693600,"PRJEB31110","SAMEA5320133",43837869,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170439","SAMEA5320133","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320133","T1P1A","food metagenome","Illumina MiSeq","ERP113625","T1P1A","ERR3141473",90490,90346,87959,73780,175
"ERR3141474","AMPLICON",502,78078570,"PRJEB31110","SAMEA5320134",50125765,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170440","SAMEA5320134","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320134","T1P1B","food metagenome","Illumina MiSeq","ERP113625","T1P1B","ERR3141474",83115,82982,80651,67879,134
"ERR3141475","AMPLICON",502,83969038,"PRJEB31110","SAMEA5320135",51137922,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170441","SAMEA5320135","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320135","T1P1C","food metagenome","Illumina MiSeq","ERP113625","T1P1C","ERR3141475",98213,98131,95812,81598,147
"ERR3141476","AMPLICON",502,78588602,"PRJEB31110","SAMEA5320136",49879889,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170442","SAMEA5320136","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320136","T1P2A","food metagenome","Illumina MiSeq","ERP113625","T1P2A","ERR3141476",87523,87531,84777,70069,207
"ERR3141477","AMPLICON",502,95874972,"PRJEB31110","SAMEA5320137",58474172,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170443","SAMEA5320137","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320137","T1P2B","food metagenome","Illumina MiSeq","ERP113625","T1P2B","ERR3141477",112614,112669,109489,90438,184
"ERR3141478","AMPLICON",502,107133828,"PRJEB31110","SAMEA5320138",66296213,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170444","SAMEA5320138","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320138","T1P2C","food metagenome","Illumina MiSeq","ERP113625","T1P2C","ERR3141478",130653,130681,126867,103830,238
"ERR3141479","AMPLICON",502,87434344,"PRJEB31110","SAMEA5320139",53837134,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170445","SAMEA5320139","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320139","T1P3A","food metagenome","Illumina MiSeq","ERP113625","T1P3A","ERR3141479",98399,98429,94824,81453,228
"ERR3141480","AMPLICON",502,82035334,"PRJEB31110","SAMEA5320140",51014746,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170446","SAMEA5320140","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320140","T1P3B","food metagenome","Illumina MiSeq","ERP113625","T1P3B","ERR3141480",96760,96936,92470,76029,271
"ERR3141481","AMPLICON",502,83678380,"PRJEB31110","SAMEA5320141",50807026,"TEAGASC FOOD RESEARCH CENTRE","5/30/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170447","SAMEA5320141","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:44:00,1,"SAMEA5320141","T1P3C","food metagenome","Illumina MiSeq","ERP113625","T1P3C","ERR3141481",97642,97524,94010,81759,213
"ERR3141482","AMPLICON",502,91005572,"PRJEB31110","SAMEA5320142",53439193,"TEAGASC FOOD RESEARCH CENTRE","5/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Silo","ERX3170448","SAMEA5320142","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:45:00,1,"SAMEA5320142","T1SMS1A","food metagenome","Illumina MiSeq","ERP113625","T1SMS1A","ERR3141482",115903,115918,101961,64095,720
"ERR3141483","AMPLICON",502,49164876,"PRJEB31110","SAMEA5320143",29658557,"TEAGASC FOOD RESEARCH CENTRE","5/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Skimmed Milk Silo","ERX3170449","SAMEA5320143","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:45:00,1,"SAMEA5320143","T1SMS1B","food metagenome","Illumina MiSeq","ERP113625","T1SMS1B","ERR3141483",61595,61711,54004,36200,578
"ERR3141484","AMPLICON",502,130643994,"PRJEB31110","SAMEA5320144",74884990,"TEAGASC FOOD RESEARCH CENTRE","5/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Whole Milk Silo","ERX3170450","SAMEA5320144","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:45:00,1,"SAMEA5320144","T1WMS1A","food metagenome","Illumina MiSeq","ERP113625","T1WMS1A","ERR3141484",186877,186935,176117,132992,327
"ERR3141485","AMPLICON",502,77771848,"PRJEB31110","SAMEA5320145",46826684,"TEAGASC FOOD RESEARCH CENTRE","5/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Whole Milk Silo","ERX3170451","SAMEA5320145","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:45:00,1,"SAMEA5320145","T1WMS1B","food metagenome","Illumina MiSeq","ERP113625","T1WMS1B","ERR3141485",104003,103878,98536,77008,197
"ERR3141486","AMPLICON",502,86992584,"PRJEB31110","SAMEA5320146",53144538,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170452","SAMEA5320146","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:45:00,1,"SAMEA5320146","T2F1","food metagenome","Illumina MiSeq","ERP113625","T2F1","ERR3141486",100013,100211,89070,44710,653
"ERR3141487","AMPLICON",502,127968836,"PRJEB31110","SAMEA5320147",76771560,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170453","SAMEA5320147","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:45:00,1,"SAMEA5320147","T2F10","food metagenome","Illumina MiSeq","ERP113625","T2F10","ERR3141487",150160,151370,124279,69156,1674
